,0
"ANGLE ON CATWALK as Kyle lands in a heap, smashed against a stanchion of the railing which prevented him falling to the factory floor twenty feet below.",1
Sarah turns and runs.,1
"LOW ANGLE PAST REESE, F.G., as the cyborg approaches him.",1
E.C.U. - A FUSE BURNING.,1
C.U,1
"- KYLE'S FACE streaked with blood, pressed to the floor as a metal foot CLANGS DOWN, F.G",1
His eyes snap open.,1
"Sarah falls, gets up, runs on.",1
The Terminator draws back for a death blow.,1
"And Kyle rolls with the last of his strength, raising the pipe bomb he has been cradling",1
He jams it between two hydraulic cylinders just beneath the cyborg's armored  rib- cage,1
Then rolls off the catwalk,1
"Terminator has an instant to react, reaching for the bomb, before it EXPLODES.",1
Sarah is pitched forward by the blast and slides on the floor.,1
Slams up against one wall.,1
A withering spray of shrapnel strafes the walls around her.,1
"Pieces of scrap metal clatter throughout the factory, rain- ing down.",1
C.U,1
#NAME?,1
She winces and opens her eyes.,1
Slowly looks up.,1
"POV - SARAH, as the smoke clears",1
The Terminator is GONE.,1
Unrecognizable clumps of BURNING DEBRIS lie scattered about.,1
Looking down through the grating floor she sees Kyle's body.,1
"LOW ANGLE ON KYLE F.G., Sarah on catwalk above",1
Kyle's eyes are half-open,1
Still,1
His face peaceful.,1
ANGLE ON ONE OF THE FIRES climbing some plastic tubing and triggering a SPRINKLER HEAD,1
It begins to rain.,1
C.U,1
#NAME?,1
She looks down,1
Protruding from her right thigh is a TWISTED,1
PIECE OF METAL,1
Shrapnel,1
Part of the cyborg,1
"She pulls it out, grimacing",1
Her leg is broken.,1
It is a long time before she can gather the will to move.,1
"SARAH'S POV - She sees a WALL PHONE several yards away, beyond the debris from the explosion.",1
She starts to crawl toward it.,1
"She passes A LARGE CLUMP OF DEBRIS, F.G.",1
ANGLE ON DEBRIS (FX) as it rolls over suddenly!,1
"Now recognizable as the TERMINATOR'S HEAD AND ARMS, with half of the scattered torso trailing wires and twisted metal.",1
IT LUNGES FOR HER!,1
"Sarah wants to scream this time, from the depths of her soul, but there is no scream, only a dry shivering sob.",1
"The Terminator drags itself SCRAPING over the floor, steel fingers clutching.",1
"Sarah is shaking and whimpering as she scrabbles away, crawling in agony.",1
ANGLE ON CONVEYOR BELT as Sarah flops from the catwalk onto the MOVING STRIP,1
She is carried into the intricate lattice of equipment,1
Sarah rolls off weakly before going under a set of sorting rollers.,1
"ANGLE THROUGH MACHINERY - ON THE TERMINATOR (FX) as it crawls after her, dragging its body",1
"It tracks her unerringly,",1
EYES GLOWING.,1
"Sarah moves deeper into the DARK, CLASHING JUNGLE of machinery.",1
"Around her is a rain-drenched tangle of CABLES, PIPES and unforgiving mechanisms of steel.",1
The Terminator clambers through after her.,1
C.U,1
#NAME?,1
A familiar CONTROL BOX.,1
She drags herself toward it.,1
C.U,1
#NAME?,1
No way out.,1
"It crawls the last few feet,EYES RED IN THE DARK.",1
"Hypnotized, Sarah watches the Terminator REACHING TOWARD HER.",1
She is jammed in a corner.,1
"Sarah's hand claws around to the front of the control panel, seeking the RED BUTTON.",1
E.C.U. - HER WET FINGERTIPS FEEL THE BUTTON.,1
"ANGLE ON THE TERMINATOR (FX), his steel hand reaching out.",1
E.C.U,1
#NAME?,1
She clenches her teeth to keep from screaming as she WAITS.,1
The Terminator's hand reaches for her throat to crush the life out of her and end its long mission.,1
SARAH,2
(voice icy),4
You're...terminated...fucker!,3
E.C.U,1
#NAME?,1
"FULL SHOT, showing how the cyborg has been led into the",1
MAW OF THE HYDRAULIC PRESS.,1
THE STAMPING PLATE THUNDERS DOWN!,1
Tons of mechanical pressure flatten the Terminator's head and body like tin-foil,1
"The PRESS SCREAMS, jamming solid.",1
"Lightning snaps out in one brief blaze, leaping to surround- ing machinery, arcing to Sarah's wristwatch",1
All the,1
Terminator's energy is released in one second.,1
ANGLE on the narrow gap between the upper and lower plates a pinpoint of red light DWINDLES AND GOES OUT.,1
"TIGHT ON SARAH, shivering uncontrollably",1
The steel fingers are frozen an inch from her throat,1
She can only stare as water runs over her.,1
CUT TO:,0
DAWN            ,6
CLOSE ON the side rail of an ambulance gurney SNAPPING UP into position,1
Sarah's eyes are closed and she is moved,1
OUT OF FRAME.,1
"WIDE SHOT, showing the gurney being rolled by TWO ATTENDANTS past the site of the last explosion.",1
SEVERAL POLICE OFFICERS are picking through the debris.,1
"PANNING WITH THE GURNEY as it is wheeled out, holding on",1
"TWO FACTORY EMPLOYEES, F.G.",1
"One, the PLANT MANAGER, bends to examine a piece of the cyborg lying at the base of the hydraulic press.",1
"A COP, B.G., notices this.",1
COP,2
"Look, I told you not to touch anything until we're done",3
You got that?,3
MANAGER,2
"Sure thing, officer.",3
He stands and palms a small object to HIS ASSISTANT,3
They step around the corner.,3
ASSISTANT,2
What is it?,3
MANAGER,2
Microcomputer chassis,3
But,3
I've never seen stuff like this anywhere.,3
ASSISTANT,2
Weird,3
"Jap stuff, maybe?",3
MANAGER,2
Keep it out of sight and get it down to R and D,3
"Monday, first thing.",3
ASSISTANT,2
Good idea.,3
CUT TO:,0
Sarah is being lifted into the ambulance,1
She looks up as the doors are latched shut.,1
TILT UP to follow her gaze.,1
The sign above the entrance of the building reads,1
CYBER DYNAMICS CORPORATION,1
SLOW DISSOLVE TO:,0
"MACRO ON CASSETTE RECORDER, the center capstans of a tape turning.",1
SARAH (V.O.),2
...and the hardest thing is deciding what I should tell you and what not to,3
"Well, anyway, I've got a while yet before you're old enough to understand the tapes",3
They're more for me at this point... to help get it all straight.,3
COVER SHOT reveals Sarah as the wheel of a dusty landrover parked at the pump island of a tiny gas station,1
All of its signs are in hand-lettered Spanish,1
Beyond lies an expanse of scrub desert,1
The sky scowls with an impending storm.,1
Sarah speaks quietly into a hand microphone as a dark- complected attendant laconically fills her tank,1
"She cradles the cassette recorder in her lap, in the lee of her SWOLLEN BELLY.",1
She looks to be about SIX MONTHS ALONG.,1
Under her down vest she wears a leather shoulder holster and the butt of a .357 REVOLVER presses against her breast,1
She tugs the vest closed as the attendant glances her way,1
A German Shepherd sits in the back among taped boxes and suitcases.,1
SARAH,2
(continuing),4
Should I tell you about your father?  That's a tough one.,3
Will it change your decision to send him here...knowing?,3
"But if you don't send Kyle, you could never be",3
"God, you can go crazy thinking about all this...I suppose",3
I'll tell you...I owe him that.,3
And maybe it'll be enough if you know that in the few hours we had together we loved a lifetime's worth...,3
CLICK,1
WHIR,1
"Sarah jumps at a sound nearby, breaking her reverie",1
A small MEXICAN BOY has snapped her picture with a beat-up Polaroid camera,1
"He holds it out to her, speaking rapid Spanish.",1
ATTENDANT,2
"He says you are very beautiful,",3
"Senora, and he is ashamed to ask five American dollars for this picture, but if he does not, his father will beat him.",3
SARAH,2
"That's a pretty good hustle, kid",3
Four,3
Quatro.,3
The boy takes her four dollars and she watches the snapshot develop,1
"It is a good photograph of her, the wind lightly ruffling her hair, expression thought- ful, slightly sad.",1
We recognize it as the one Reese carried in 2029.,1
She slips it into her short pocket.,1
ATTENDANT,2
Mil trescientos...fifteen dollars,3
American.,3
"As she pays him, distant thunder rolls.",1
The boy yells something in Spanish as he runs off.,1
SARAH,2
What did he say?,3
ATTENDANT,2
(accented),4
There is a storm coming in.,3
Sarah gazes at the thunderheads building up out over the desert,1
Heat lightning pulses in their depths.,1
SARAH,2
(quietly),4
I know.,3
"CAMERA CRANES UP as she pulls away, driving across the flat desert on a ribbon of highway",1
A brilliant flash crescendos from horizon to horizon out at the rim of the world.,1
