sentence,label
"...and though I do say so with regret, the law is clear.",3
The penalty for piracy is death by hanging.,3
"In the crowd, Elizabeth squeezes the hand of her father, Swann.",1
She lets go as Swann stands.,1
SWANN,2
"By your leave, I wish to speak on behalf of the boy.",3
(a glance at Elizabeth),4
"It is clear that these deeds were performed out of a sincere desire to do good, at great personal risk.",3
"It seems to me, that in the rare occasion where the right course is committing an act of piracy, then an act of piracy is the right course!",3
(cheers of approval),4
"So in my capacity as Governor, I intend to grant a pardon to --",3
GILLETTE,2
Sir!,3
All eyes turn.,1
Gillette stands at the top of a stairway.,1
GILLETTE,2
Jack and his crew have escaped!,3
(gasps from the crowd),4
There was no damage to the cell ... they must have been set free.,3
Will and Elizabeth exchange looks.,1
You?,1
"Not me, you?",1
"No, not me either!",1
"Swann notices something the parapet, points",1
-,0
SWANN,2
The Black Pearl!,3
People rush to the parapet.,1
"Sure enough, below in the bay are the distinctive black sails of the Pearl.",1
The ship cuts through the waters very close to the point where the gallows of the pirates are.,1
"Suddenly Jack appears, on the point; he swings off the one empty gallows, across and down onto the ship's rigging as it passes.",1
GILLETTE,2
Sir!,3
Shall I break out the cannons?,3
NORRINGTON,2
I don't think that will be necessary.,3
Norrington raises his hand ... twirls a key on his finger.,1
NORRINGTON,2
A day's head start.,3
That's all he gets.,3
"Will, Elizabeth and Swann look out toward ocean-",1
EXT.,5
BLACK PEARL - STERN DECK,5
DAY,6
Jack monkeys down the rigging.,1
AnaMaria is at the wheel.,1
ANAMARIA,2
Captain Sparrow the Black Pearl is yours!,3
"Jack runs a hand lovingly along the rail, then takes the wheel.",1
It feels good right in his hands.,1
"He enjoys it, and then shifts to 'Captain' mode.",1
JACK,2
"AnaMaria, trim the mainsail!",3
ANAMARIA,2
"Aye, aye, sir!",3
JACK,2
"Mr. Gibbs, organize a cleaning detail - you and Cotton.",3
I want every inch of the Pearl spic-and-span and ship-shape!,3
"Gibbs actually stomps the deck, executes a salute.",1
"Jack stands at the wheel: he's got his ship back, and all is right with the world.",1
"He begins to unconsciously hum: ""Yo, ho, yo, ho, a pirate's life for me ..."" ",1
"He realizes what he's doing and smiles, the orchestra takes over as the Black Pearl sails for uncharted waters ... and we FADE UP large words in script:",1
THE END,0
FADE OUT and CREDITS ROLL,0
